type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,target
0.0,0.3260869565217348,0.4197530864197603,0.25513196480938416,0.3770718232044199,0.7707509881422925,0.0
0.0,0.3152173913043441,0.3333333333333357,0.12140762463343113,0.6906077348066297,0.541501976284585,0.0
0.0,0.3152173913043441,0.2592592592592595,0.2035190615835778,0.3770718232044199,0.7667984189723319,0.0
1.0,0.6086956521739069,0.6296296296296333,0.24516129032258072,0.40331491712707185,0.02766798418972332,0.0
0.0,0.6630434782608603,0.5925925925925952,0.22873900293255134,0.4157458563535911,0.8221343873517786,0.0
0.0,0.5652173913043441,0.5925925925925952,0.11260997067448686,0.6022099447513811,0.22134387351778656,0.0
1.0,0.21739130434782084,0.3827160493827222,0.16891495601173023,0.5566298342541436,0.592885375494071,0.0
0.0,0.5978260869565162,0.7407407407407405,0.27800586510263936,0.3922651933701658,0.04743083003952569,0.0
0.0,0.6956521739130395,0.6419753086419746,0.25043988269794726,0.40331491712707185,0.6324110671936758,0.0
0.0,0.3478260869565162,0.308641975308646,0.2774193548387097,0.32182320441988954,0.05138339920948616,0.0
0.0,0.6739130434782581,0.6666666666666714,0.16304985337243405,0.5704419889502762,0.38339920948616596,0.0
0.0,0.3369565217391255,0.3209876543209944,0.14780058651026395,0.8080110497237568,0.07905138339920947,1.0
0.0,0.4021739130434767,0.3703703703703738,0.3079178885630498,0.3425414364640884,0.8142292490118577,0.0
2.0,0.5978260869565162,0.5925925925925952,0.23519061583577716,0.3770718232044199,0.7628458498023715,0.0
0.0,0.4130434782608674,0.5679012345679055,0.16304985337243405,0.5925414364640884,0.3320158102766798,0.0
2.0,0.5217391304347814,0.48148148148148806,0.1653958944281525,0.5704419889502762,0.44664031620553357,0.0
0.0,0.4999999999999929,0.6913580246913611,0.20762463343108506,0.47375690607734805,0.6324110671936758,0.0
0.0,0.38043478260869534,0.5061728395061778,0.19237536656891496,0.44751381215469616,0.225296442687747,0.0
0.0,0.8369565217391255,0.6790123456790127,0.3249266862170088,0.3080110497237569,0.7667984189723319,0.0
0.0,0.3260869565217348,0.4074074074074119,0.1331378299120235,0.574585635359116,0.38735177865612647,0.0
0.0,0.3152173913043441,0.4074074074074119,0.1008797653958945,0.7458563535911601,0.3517786561264822,0.0
2.0,0.6086956521739069,0.6913580246913611,0.06686217008797657,0.7610497237569059,0.3043478260869565,0.0
0.0,0.6304347826086953,0.5432098765432158,0.2844574780058652,0.32320441988950277,0.15810276679841895,0.0
1.0,0.17391304347825098,0.22222222222222143,0.08856304985337249,0.6533149171270718,0.47826086956521735,0.0
0.0,0.6739130434782581,0.5925925925925952,0.43753665689149557,0.2569060773480663,0.5889328063241106,0.0
0.0,0.3369565217391255,0.4320987654321016,0.25161290322580654,0.39502762430939226,0.7667984189723319,0.0
0.0,0.3369565217391255,0.3703703703703738,0.2005865102639297,0.44613259668508287,0.4980237154150197,0.0
1.0,0.891304347826086,0.8888888888888857,0.25630498533724344,0.3674033149171271,0.5138339920948616,0.0
0.0,0.3152173913043441,0.2839506172839492,0.27976539589442817,0.36187845303867405,0.011857707509881422,0.0
0.0,0.2391304347826022,0.3827160493827222,0.17360703812316725,0.48618784530386744,0.5019762845849802,0.0
0.0,0.9021739130434767,0.827160493827158,0.13900293255131968,0.5828729281767955,0.5059288537549407,0.0
0.0,0.5108695652173907,0.7037037037037024,0.17712609970674487,0.5773480662983425,0.7391304347826086,0.0
1.0,0.36956521739129755,0.5061728395061778,0.09501466275659831,0.6878453038674033,0.5296442687747035,0.0
1.0,0.28260869565216495,0.4074074074074119,0.20469208211143697,0.5124309392265193,0.1660079051383399,0.0
1.0,0.8478260869565233,0.7037037037037024,0.3812316715542523,0.26933701657458564,0.6363636363636364,0.0
1.0,0.5217391304347814,0.46913580246913966,0.16480938416422286,0.5386740331491712,0.1976284584980237,0.0
0.0,0.3478260869565162,0.44444444444444997,0.25923753665689153,0.40469613259668513,0.43083003952569165,0.0
0.0,0.7608695652173907,0.6913580246913611,0.15131964809384169,0.5248618784530386,0.3794466403162055,0.0
1.0,0.3478260869565162,0.3580246913580325,0.11906158357771268,0.6988950276243093,0.17391304347826086,0.0
0.0,0.36956521739129755,0.49382716049382935,0.2850439882697947,0.3674033149171271,0.3636363636363636,0.0
1.0,0.7499999999999929,0.5432098765432158,0.22932551319648098,0.425414364640884,0.06719367588932806,0.0
0.0,0.3478260869565162,0.48148148148148806,0.13958944281524932,0.5207182320441989,0.4150197628458498,0.0
2.0,0.7282608695652115,0.5061728395061778,0.058064516129032295,0.7389502762430938,0.5810276679841897,1.0
