V_0,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8,churn
-0.640504158380582,-0.4332679583228101,0.0028101011955356968,-0.9385932506244155,-0.5004557307783135,-0.292583394552162,0.8818664367947869,-0.22417846938826835,-0.2572180114244254,0.0
-0.6451290071233934,0.7184939695727682,-0.15564075345569964,-0.7163810404321289,0.2443792163834322,-0.10451145097490308,-0.1602850945054325,0.11965499588693229,0.045917431644333435,0.0
-0.6501239849573833,0.7185505943517538,-0.15605877952648486,-0.7087026158915357,0.2435425901345178,-0.10943035985293523,-0.13518961602719723,-0.11581624427858042,-0.34617635692146326,0.0
-0.6220523597376593,-0.22497205327554984,-0.48010700531933553,0.6125270298310995,-0.2738341453341213,0.8793782257497105,-0.10552259718303916,0.2528818385268378,-0.1063122477823032,0.0
-0.6319639443424557,0.7365036144845845,-0.44114061260601134,0.6092820658780798,-0.18077483716062503,-0.14337075406536057,-0.10295896316044328,-0.5233532276063055,0.07521611019707167,0.0
0.6188188099990353,-0.18361769001599704,0.9445833780383671,0.2489928791223118,0.01672205152381334,0.9798413259155673,-0.12988615815681737,0.027886242721809493,-0.10709830728450298,0.0
-0.611829398620547,-0.42541257401518456,-0.30818632152346237,0.4254970743556974,-0.8985104633239547,-0.35369879097518314,-0.06868308281045216,0.03987633616464926,-0.12893064837363327,0.0
0.6156315838227001,0.7779743683427257,0.9753715679427241,0.24333760070347196,0.13188990365303616,-0.04485693262187883,-0.11413056885694572,0.15065323730335892,0.014292220730756075,0.0
0.6022393076367044,-0.3844123382251493,-0.17128021696927645,-0.27907482128233146,-0.7621674975739249,-0.28955354601873956,-0.08980673512013315,-0.24405756753018984,0.15017485137486625,0.0
0.5936890145655286,-0.18547265656624573,-0.3410549829386604,-0.08315129031624621,-0.14200404580811277,0.9282239007146289,-0.09327517886946539,-0.12043601416504239,-0.18735911155028212,0.0
0.6979486609868656,-0.4712520905282328,0.7118672888250638,0.3777408062433136,0.7206792863359349,-0.19473216032055002,-0.08370114713972729,0.16831900676629585,-0.10454555248652919,0.0
-0.6115109695444834,-0.2272470929615181,-0.47470645493840186,0.6079493797040715,-0.284406758843629,0.8899490802279726,-0.06554865100125297,-0.011835171118067115,-0.02146522678304932,0.0
0.5775436810207426,-0.370098089181791,-0.16184107223931812,-0.3145502473943446,-0.7532079300858626,-0.28054266852238857,0.8478948982708114,0.3420630127155473,0.05879989946054017,0.0
0.6242460860944844,-0.39374745749701634,1.0016371062590845,0.026930967332900395,-0.621591719626099,-0.2503620332454887,-0.09333574667325858,-0.07403728538138592,-0.019144806505835114,0.0
-0.6121864801889619,0.716922680669734,0.9562160855895252,-0.42890504602778334,0.37063686765666104,-0.05991475696852279,-0.10757575945678358,-0.14784015087646124,-0.07223720736230643,0.0
0.611074034202263,0.773968984663524,0.8607254074923797,0.21068411587794875,0.11256947229397278,-0.044566458588841,-0.1034410274057384,-0.05641024738790612,-0.015799140314180473,0.0
0.591196583103746,-0.18937229756155693,-0.34500105724687075,-0.08677132397806409,-0.13856400585643533,0.930265025590885,-0.13614678683957585,0.1677595244988553,0.44593855545177363,0.0
0.6949645993617442,-0.4663658681246291,0.6213416104462487,0.352435903898425,0.7129804071931831,-0.19678941925065804,-0.06612898516180547,0.0874802398586782,-0.36636233034512394,0.0
0.5997354462591208,-0.3883979616819328,-0.17038552118411845,-0.2763997984518607,-0.7667108318922942,-0.2882178078885995,-0.08251132482827746,-0.11357303615662315,0.15573928785151064,0.0
-0.5078476580767399,-0.5096547424229412,0.6485189413978336,1.0950296065202485,0.5743933156178241,-0.2352937487347607,-0.04177860808455929,-0.1607385284405811,-0.05627868263403162,0.0
-0.5569056221884418,-0.5312859056333241,-0.2722338614768393,-0.539257730186603,0.8454018842108468,-0.23694985998185028,-0.10396102525544218,0.051937585167219316,-0.03662562275173261,0.0
0.6757509106296636,-0.4645324505315342,-0.4278562961845508,0.08376049546201973,0.577235373150958,-0.23550264836918433,-0.05262060812636521,-0.39253208179645804,-0.25901084444992806,0.0
