V_0,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8,churn
0.6281396307241011,-0.3898143742412517,0.9025545022792344,-0.0008939860782372211,-0.6384579926652988,-0.25080658544992157,-0.07798725063497544,-0.3332293697128036,0.12660392383045985,0.0
0.6265377979550218,-0.38628396323935804,0.9072775562770574,0.00028540997073951213,-0.6281646391646688,-0.25127546854372557,-0.09490362327320041,0.09557362809634455,0.194563376536827,0.0
0.6013267470238263,-0.18136289487253593,-0.3431671170772279,-0.08527660872798758,-0.14014441399533892,0.9281945944777109,-0.07829709071705374,-0.22390847274815662,-0.14562692557996856,0.0
-0.6187522977889828,-0.40870584825159323,-0.2901007442358363,0.3782968968126091,-0.911690566877042,-0.3299154605330361,0.9174668306450271,-0.42763522460855136,0.08836452357779676,0.0
0.5724717958747446,0.8048177632920149,-0.3020952360379319,-0.14014507079109875,-0.02253016158988215,-0.07919725650910478,0.8713662664163612,0.11636871413583944,0.02761598651874886,0.0
-0.6572876382955268,0.7287663823320402,-0.1359054932802461,-0.7553887457796432,0.22839117707788317,-0.08646940566584597,0.8547624921311302,-0.1666730702625973,0.023806856503293915,0.0
-0.6114871416973663,-0.2577340528596121,0.8841651843042202,-0.43419172403955175,0.24358722563548132,0.967826512256971,-0.13046197761412345,-0.17514884519863802,-0.0955076068188745,0.0
0.5847542155921591,-0.37180436514822174,-0.16002647945940673,-0.3171036490330954,-0.757607804265402,-0.28636067759718076,0.8712620549227784,0.14896295380404526,0.153420226132308,0.0
0.6097407151159924,0.7914656250910901,0.896429561567272,0.16813223129062443,0.09596744533699084,-0.021957524698698532,0.9132067747990942,-0.2864389014475675,0.4630441657207796,0.0
0.595220000959078,-0.18061752708836318,-0.34275467698725726,-0.08420615312275152,-0.14202173779554883,0.931570941999968,-0.10988182294283347,-0.034281662998932996,-0.012873303223531612,0.0
-0.6145494805101204,-0.4256080042332382,-0.31094183664876346,0.4223132091210134,-0.8888489091035426,-0.3588407927194192,-0.0882907166669387,0.2262495693557254,-0.1456354387905892,0.0
-0.5574985749091091,-0.5335770480671479,-0.27216259412446625,-0.5405904940166905,0.8478358309214612,-0.24026977956585463,-0.10179126370710605,0.07375058020430625,-0.06191263299305529,0.0
0.5957397194965147,-0.389139513352086,-0.17285503197400376,-0.28029972769740374,-0.7499949534942103,-0.2936751198440969,-0.10129876272603251,0.27942204467459236,-0.07816843701028982,0.0
