temperature,humidity,light,co2,humidityratio,target
0.6271186440677967,0.9378500933582292,0.2615996464869642,0.9695526325431443,0.9656555945322385,1.0
0.16707021791767573,0.3539610562816753,0.0,0.1492690433444473,0.27759944584478746,0.0
0.460048426150121,0.8108829021072288,0.0,0.6819697358296999,0.7645120796612352,0.0
0.10492332526230008,0.22726060282742067,0.0,0.03778746687184714,0.16160526934215724,0.0
0.14285714285714235,0.3064817284609229,0.0,0.10053859964093353,0.23332004435992326,0.0
0.3147699757869251,0.2240597492664711,0.0,0.21834658459434014,0.2558147350835016,0.0
0.10088781275222747,0.23721881390592747,0.0,0.040010259040779705,0.16658249814870718,0.0
0.5811138014527852,0.8622743842802558,0.24686993666224777,0.8000341968025955,0.8776312547693723,1.0
0.4842615012106535,0.5868231528407577,0.323169833554279,0.6886381123364964,0.6101222500229118,1.0
0.21791767554479424,0.4801280341424383,0.0,0.24211336240061548,0.3907665448798121,0.0
0.026634382566585124,0.11736463056815127,0.24451318309029313,0.04442164657604514,0.053270799504021804,1.0
0.09685230024213087,0.2133902373966392,0.0,0.03385483457296745,0.14853780214044643,0.0
0.16707021791767573,0.07041877834089094,0.0,0.04907241172950294,0.08099401882539681,0.0
0.12832929782082303,0.030941584422512936,0.0,0.03436778661195178,0.03742087442467934,0.0
0.7336561743341408,0.6828487596692452,0.2645455884519075,0.6945370607848165,0.8303508783066795,1.0
0.12832929782082303,0.030941584422512936,0.0,0.029238266222108233,0.03742087442467934,0.0
0.29479418886198516,0.5462790077353961,0.2733834143467374,0.5693767632726339,0.47749930035384214,1.0
0.07263922518159749,0.010669511869831894,0.0,0.022569889715311653,0.0006437194936315116,0.0
0.3244552058111374,0.5994131768471598,0.27161584916777143,0.6068222621184918,0.5316214841406568,1.0
0.36755447941888697,0.6401707121899176,0.28516718220651055,0.7098230315465504,0.584851690871298,1.0
0.35351089588377693,0.611363030141371,0.28222124024156725,0.6429340856629904,0.556093600486252,1.0
0.3041162227602907,0.5580154707922111,0.26690234202386215,0.5834316491408054,0.49086373373519976,1.0
0.12651331719128311,0.04267804747932802,0.0,0.03231597845601436,0.04471107779797179,0.0
0.14285714285714235,0.3094158442251267,0.0,0.1065230400957507,0.2353427869550888,0.0
0.16707021791767573,0.07895438783675646,0.0,0.05745062836624776,0.0869087858057298,0.0
0.37953995157384934,0.6428380901573756,0.29179555162763293,0.718132854578097,0.5934537173175842,1.0
0.3470540758676268,0.707388636969859,0.0,0.530221424296828,0.6224456395837379,0.0
0.5811138014527852,0.3094158442251267,0.25511857416408895,0.4193382918697101,0.45068295415159865,1.0
0.7675544794188864,0.6711122966124301,0.2733834143467374,0.6802769941010514,0.8415820146642758,1.0
0.12106537530266337,0.022939450520139015,0.0,0.02992220227408776,0.02891657468742337,0.0
0.7990314769975786,0.6295012003200853,0.26218883487995287,0.6423185432162091,0.8269300264339319,1.0
0.24213075060532674,0.34889303814350514,0.27703638238326705,0.35998974095922026,0.31020515987461783,1.0
0.7021791767554486,0.4161109629234465,0.38650758580055977,0.5796358040523211,0.5988482648256968,1.0
0.7990314769975786,0.6295012003200853,0.2674915304168508,0.6399076686329828,0.8269300264339319,1.0
0.046004842615012365,0.04267804747932802,0.0,0.01154142087714799,0.011301337276735435,0.0
0.6351896690879677,0.3513825909131292,0.40241567241125353,0.5480037616482862,0.5115589261571496,1.0
0.052663438256658424,0.03120832221925829,0.0,0.003334188253398318,0.006325504065963106,0.0
0.14285714285714235,0.2870098692984797,0.25511857416408895,0.2516029751218261,0.219897076262618,1.0
0.823244552058112,0.5590824219791943,0.308882015024304,0.5360348807386508,0.7838468067502777,1.0
0.09079903147699753,0.0,0.0,0.015901513208515017,0.0008229383622733177,0.0
0.24213075060532674,0.5110696185649508,0.0,0.271693596648713,0.42496253281470286,0.0
0.24213075060532674,0.573219525206722,0.0,0.33136701718389333,0.4689634144784245,0.0
0.2239709443099276,0.4801280341424383,0.0,0.25032059502436516,0.3938339518098588,0.0
0.2639225181598057,0.6134969325153379,0.0,0.3860477045396255,0.5091385566819717,0.0
0.21791767554479424,0.13123499599893274,0.0,0.0996152859707618,0.14555999160359012,0.0
0.19370460048426175,0.4412910109362498,0.0,0.1995383431649141,0.3513932792683194,0.0
0.5060532687651333,0.560860673957503,0.3297491039426525,0.6492262973411951,0.6026446196421302,1.0
0.14285714285714235,0.3070685516137637,0.0,0.1125416773531675,0.23372459070889096,0.0
0.7481840193704601,0.620698853027474,0.3044631020768891,0.6747884072839188,0.7891264434195473,1.0
0.07263922518159749,0.030941584422512936,0.0,0.011284944857655799,0.014350810726432739,0.0
0.11501210653753002,0.253134169111763,0.0,0.03795845088484229,0.1838458216544263,0.0
0.052663438256658424,0.025606828487596545,0.0,0.006155424467812254,0.002557332839514981,0.0
0.046004842615012365,0.04267804747932802,0.0,0.005129520389843545,0.011301337276735435,0.0
0.4842615012106535,0.2870098692984797,0.0,0.33324784132683566,0.3844030767477913,0.0
0.046004842615012365,0.04267804747932802,0.0,0.0044113875352654874,0.011301337276735435,0.0
0.09685230024213087,0.010669511869831894,0.0,0.028468838163631716,0.01055286900309027,0.0
0.16707021791767573,0.3094158442251267,0.0,0.12498931349918746,0.24669525931322878,0.0
0.7307506053268771,0.3841024273139504,0.3632935631168066,0.4666837650679661,0.589000868859022,1.0
0.14285714285714235,0.2870098692984797,0.25511857416408895,0.24693511156706854,0.219897076262618,1.0
0.3849878934624691,0.72445985596159,0.0,0.5760451397794306,0.6564665210889289,0.0
0.21791767554479424,0.1493731661776474,0.0,0.09951269556296488,0.15829791438563978,0.0
0.07263922518159749,0.2133902373966392,0.0,0.037445498845857905,0.13777075225636204,0.0
0.23002421307506005,0.3006134969325154,0.2647419845829035,0.33119603317089824,0.2702974977596184,1.0
0.24213075060532674,0.5228060816217659,0.0,0.28340600153885614,0.433270729818823,0.0
0.046004842615012365,0.04267804747932802,0.0,0.006668376506796636,0.011301337276735435,0.0
0.7263922518159802,0.7742509113541423,0.2733834143467374,0.7958450884842265,0.899221982662711,1.0
0.14285714285714235,0.2870098692984797,0.25511857416408895,0.2582200564247243,0.219897076262618,1.0
0.07263922518159749,0.04267804747932802,0.0,0.008720184662734054,0.0222870649197473,0.0
0.046004842615012365,0.04267804747932802,0.0,0.009130546293921515,0.011301337276735435,0.0
0.4640839386602176,0.6366142082333099,0.3269995581087053,0.7844746516200767,0.6362129616143175,1.0
0.08878127522196078,0.2133902373966392,0.0,0.040266735060271897,0.14494224181232562,0.0
0.061985472154963084,0.18671645772205947,0.0,0.04616568350859196,0.11505122627520259,0.0
0.6053268765133168,0.49079754601226977,0.3854470466931802,0.608258527827648,0.6040102524986253,1.0
0.12106537530266337,0.020272072552680598,0.0,0.030777122339061325,0.02709038306493894,0.0
0.14285714285714235,0.2976793811683116,0.0,0.09387022313413701,0.22725197932620045,0.0
0.7263922518159802,0.3627634035742866,0.410546472234497,0.5912285201333674,0.5695325158402391,1.0
0.12832929782082303,0.32008535609495903,0.0,0.08771479866632476,0.2358891976018962,0.0
0.3389830508474576,0.5788210189383833,0.27927529827662395,0.628622723775327,0.5245416078828278,1.0
0.09685230024213087,0.2240597492664711,0.0,0.03949730700179532,0.1558036664332645,0.0
0.6053268765133168,0.9687916777807417,0.25511857416408895,0.9656835085919464,0.9757004631138559,1.0
0.02179176755447898,0.0640170712189918,0.0,0.01051551679917928,0.015614212389349236,0.0
0.6053268765133168,0.9805281408375568,0.2633672116659302,0.987090707018897,0.9848382923631602,1.0
0.3631961259079901,0.6254112207699856,0.28516718220651055,0.6844490040181275,0.5716560825052031,1.0
0.6271186440677967,0.5617497999466523,0.25806451612903225,0.608258527827648,0.6715417387014941,1.0
0.046004842615012365,0.04267804747932802,0.0,0.0050269299820466795,0.011301337276735435,0.0
0.08878127522196078,0.2133902373966392,0.0,0.038471402923826614,0.14494224181232562,0.0
0.09685230024213087,0.010669511869831894,0.0,0.02333931777378817,0.01055286900309027,0.0
0.16707021791767573,0.10669511869831982,0.0,0.06976147730187227,0.10613338125606342,0.0
0.3898305084745761,0.4453454254467859,0.33454116953896007,0.5044370351372147,0.4539599020127567,1.0
0.19370460048426175,0.4161109629234465,0.0,0.1841497819953834,0.3337961367879121,0.0
0.460048426150121,0.8204854627900775,0.0,0.6955629648627852,0.7717105048638593,0.0
0.12106537530266337,0.04267804747932802,0.0,0.03163204240403489,0.04243108038799126,0.0
0.19370460048426175,0.4294478527607364,0.0,0.19210053859964088,0.3431164015394801,0.0
0.21791767554479424,0.1493731661776474,0.0,0.10857484825168812,0.15829791438563978,0.0
0.16707021791767573,0.3403574286476392,0.0,0.1369581944088228,0.26816096883684626,0.0
0.2719935431799767,0.2027207255268073,0.0,0.18278190989142545,0.2205941948013801,0.0
0.4842615012106535,0.610651729350046,0.3269995581087053,0.7523296571770506,0.6280764545539643,1.0
0.24213075060532674,0.5761536409709258,0.0,0.3271608104642216,0.4710410264204783,0.0
0.7263922518159802,0.7575353427580689,0.2733834143467374,0.7843036676070787,0.8858152124693008,1.0
0.4145278450363197,0.6689783942384637,0.30519958756812493,0.7623493203385481,0.6323252099532297,1.0
0.07263922518159749,0.2240597492664711,0.0,0.04223305120971227,0.14499142063239878,0.0
0.5302663438256658,0.27865208500044725,0.24686993666224777,0.3550654013849705,0.40118570689010546,1.0
0.1870460048426148,0.3963723659642575,0.0,0.1744036932546807,0.3167523655497011,0.0
0.6053268765133168,0.4890192940339615,0.38660578386605804,0.6116098144823492,0.6026291823083545,1.0
0.1610169491525415,0.06134969325153383,0.0,0.042318543216209314,0.072133326190992,0.0
0.12106537530266337,0.2560682848759668,0.0,0.04949987176199028,0.18861124067003265,0.0
0.7263922518159802,0.7061082955454792,0.2692590955958168,0.7309566555527056,0.8445754558046854,1.0
0.6271186440677967,0.4712367742509147,0.38199047478764653,0.6018637257416466,0.6008451190255686,1.0
0.09685230024213087,0.010669511869831894,0.0,0.018979225442421144,0.01055286900309027,0.0
0.37953995157384934,0.24166444385169372,0.0,0.258784303667607,0.29938762827603593,0.0
0.3631961259079901,0.6265670845558815,0.28811312417145385,0.6699153629135675,0.572500561781998,1.0
0.3147699757869251,0.2133902373966392,0.0,0.1944088227750705,0.24813066567190556,0.0
0.16707021791767573,0.2976793811683116,0.25276182059213437,0.29614431050696793,0.23855389265680316,1.0
0.07263922518159749,0.030941584422512936,0.0,0.013849705052577599,0.014350810726432739,0.0
0.1737288135593218,0.09309149106428372,0.0,0.06360605283406001,0.09958150210828975,0.0
0.14285714285714235,0.05334755934915991,0.0,0.04120714713174356,0.05891458380069592,0.0
0.3389830508474576,0.6711122966124301,0.0,0.47619047619047644,0.5915526577926218,0.0
0.6216707021791761,0.9495865564150443,0.25511857416408895,0.9317773788150807,0.971312906479227,1.0
0.12106537530266337,0.2560682848759668,0.0,0.04334444729417802,0.18861124067003265,0.0
0.4092009685230025,0.449719925313417,0.3317130652526145,0.5173121313157218,0.46728140284596,1.0
0.4092009685230025,0.7575353427580689,0.0,0.6186201590151319,0.6948119055102446,0.0
0.6053268765133168,0.9805281408375568,0.2633672116659302,0.9743011028468838,0.9848382923631602,1.0
0.01089588377723949,0.07628700986929848,0.0,0.007694280584765345,0.01929067410876839,0.0
0.07748184019370452,0.2133902373966392,0.0,0.04339574249807643,0.1399194542211768,0.0
0.9728813559322047,0.406721792477994,0.4742966563558698,0.7436778661195178,0.744668821442779,1.0
0.14891041162227658,0.2896772472659377,0.25511857416408895,0.2626314439599898,0.22454686578067773,1.0
0.3268765133171918,0.2240597492664711,0.0,0.2264683252115927,0.2615158124016532,0.0
0.09685230024213087,0.2443318218191517,0.0,0.04175429597332647,0.16960977318044645,0.0
0.3631961259079901,0.7217924779941316,0.0,0.5480892536547832,0.6420888877100444,0.0
0.10290556900726422,0.24726593758335547,0.0,0.03282893049499874,0.1743451055571057,0.0
0.12106537530266337,0.2560682848759668,0.0,0.03676156279387843,0.18861124067003265,0.0
0.8329297820823243,0.5202453987730062,0.26984828398880545,0.4822775070530905,0.7576632728916093,1.0
0.09685230024213087,0.010669511869831894,0.0,0.01974865350089766,0.01055286900309027,0.0
0.09685230024213087,0.020272072552680598,0.0,0.02068906557236938,0.017086148472027274,0.0
0.13196125907990286,0.3094158442251267,0.0,0.09438317517312128,0.23025436338568261,0.0
0.12106537530266337,0.2870098692984797,0.0,0.05967342053518032,0.20981913267413277,0.0
0.16707021791767573,0.33267538010136066,0.0,0.13859964093357274,0.26283126624301945,0.0
0.6053268765133168,0.9709255801547081,0.26071586389748125,0.9705052577583995,0.9773618455394493,1.0
0.9685230024213078,0.40437449986663143,0.4698777434084549,0.7437804565273145,0.7401301076188727,1.0
0.4842615012106535,0.5779318929492341,0.32366082388176937,0.701034453278615,0.6034234667482417,1.0
