V_0,V_1,V_2,V_3,V_4,V_5,transported
-0.734875109732024,0.04077233708505779,0.4337704341666688,-0.2662225320397381,-0.17695683454610153,-0.10715501883258612,0.0
-0.04002655433353402,-0.9047643679557662,0.5903787664791655,-0.11246493603445791,0.5831016184345307,0.050209442927042595,0.0
0.602410643666285,-0.5002781064430388,0.41915702255611487,0.3587914880215067,-0.8910325959240571,0.08944301579381567,0.0
-0.6664492793438919,0.037704203167154865,-0.5532325745200759,-0.2711242293830141,-0.03200887309584411,-0.1043170493519355,0.0
-0.7366948805125458,0.041783161830604876,0.43386308078035085,-0.2638442175789336,-0.1757341633409486,-0.1093609982891497,0.0
-0.04376829921999676,-0.9019437448971821,0.5905126175681349,-0.10862874959342447,0.585249883174631,0.04486687472648145,0.0
-0.03733561563131083,-0.9056029450875488,0.5900274803060043,-0.1143337147721517,0.5794359923467103,0.0538778429292323,0.0
0.022867980618432558,-0.9004018973332023,-0.3972964957779652,-0.1090199527383714,0.7266330463678382,0.043540743340546445,0.0
-0.004719690095328979,-0.9256001455416819,0.5974558447880426,-0.15111745035747462,0.5854313701468061,0.10488006403702894,0.0
0.10765584262761906,1.031597674206202,-0.4197808605278982,-0.3673061462302459,0.524092474006572,-0.40104298491089774,0.0
-0.666589846988334,0.03944290437944486,-0.5535994935977233,-0.26974700755849507,-0.03451480765767843,-0.10503760111172661,0.0
-0.649979832440312,0.027061010287413367,-0.5539284092065065,-0.2895792700557701,-0.04394043697355434,-0.08143421255938996,0.0
0.4750278954350411,-0.5657296081528731,-0.5402842943136229,-0.5851185751672837,-0.47574330965035144,0.2476061093133285,0.0
0.041116032770633394,-0.9133038620032438,-0.3978184081699092,-0.12967114909480376,0.7146137451183853,0.0697018115450331,0.0
-0.050106768010948315,-0.8970097254617487,0.5904930534600599,-0.09995660120355822,0.5882800394996931,0.03591764517973091,0.0
-0.7266408553558663,0.03443676765116343,0.4336494589519104,-0.2758081093509392,-0.1816312037578388,-0.09513841760590239,0.0
-0.3959467706950146,0.8351094469067479,0.5192495397617697,-0.10500403335941093,0.26005827601306286,0.9109479198949445,0.0
