V_0,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8,churn
0.6281396307241023,-0.3898143742412584,0.9025545022792163,-0.0008939860782802823,-0.6384579926653164,-0.25080658544993284,-0.0779872506349738,-0.33322936971280354,0.12660392383045924,0.0
0.6265377979550232,-0.386283963239365,0.9072775562770395,0.0002854099706959776,-0.6281646391646867,-0.25127546854373684,-0.09490362327319873,0.09557362809634497,0.19456337653682715,0.0
0.601326747023826,-0.18136289487253485,-0.3431671170772311,-0.08527660872796615,-0.1401444139953388,0.9281945944777128,-0.07829709071705454,-0.2239084727481561,-0.145626925579968,0.0
-0.6187522977889813,-0.40870584825158895,-0.29010074423584026,0.3782968968126436,-0.9116905668770269,-0.3299154605330409,0.9174668306450289,-0.4276352246085524,0.08836452357779812,0.0
0.572471795874744,0.8048177632920174,-0.302095236037936,-0.1401450707910847,-0.022530161589876297,-0.07919725650910213,0.8713662664163616,0.11636871413583946,0.027615986518749837,0.0
-0.6572876382955286,0.7287663823320389,-0.13590549328028265,-0.7553887457796397,0.22839117707787432,-0.08646940566584321,0.85476249213113,-0.16667307026259856,0.023806856503293308,0.0
-0.6114871416973667,-0.2577340528596211,0.8841651843042049,-0.4341917240396067,0.2435872256354463,0.9678265122569677,-0.130461977614124,-0.17514884519863805,-0.09550760681887684,0.0
0.5847542155921592,-0.37180436514822135,-0.16002647945944834,-0.3171036490330732,-0.7576078042653999,-0.2863606775971861,0.8712620549227805,0.14896295380404384,0.15342022613230957,0.0
0.6097407151159925,0.7914656250910853,0.8964295615672887,0.16813223129056454,0.09596744533697374,-0.021957524698702217,0.9132067747990956,-0.28643890144756795,0.4630441657207783,0.0
0.595220000959078,-0.1806175270883621,-0.3427546769872604,-0.08420615312273019,-0.1420217377955487,0.9315709419999699,-0.10988182294283425,-0.03428166299893297,-0.012873303223530924,0.0
-0.6145494805101183,-0.4256080042332344,-0.31094183664876357,0.4223132091210491,-0.8888489091035268,-0.3588407927194245,-0.08829071666693794,0.2262495693557251,-0.1456354387905876,0.0
-0.5574985749091107,-0.5335770480671478,-0.27216259412448557,-0.5405904940166834,0.8478358309214606,-0.2402697795658475,-0.10179126370710674,0.07375058020430642,-0.06191263299305603,0.0
0.5957397194965154,-0.38913951335208635,-0.17285503197404228,-0.2802997276973806,-0.7499949534942078,-0.2936751198441026,-0.10129876272603164,0.2794220446745933,-0.0781684370102905,0.0
-0.5142423364622893,-0.5051390244510711,0.5272731140732454,1.0683976493384026,0.5668473046466511,-0.24400065246299277,-0.017142620584678126,-0.024655749660551708,-0.5077893374405715,0.0
